0.0	61.2
0.1	65.2125
0.2	71.275
0.3	79.4
0.4	85.66
0.5	90.075
0.6	93.35
0.7	95.6
0.8	97.25
0.9	98.4
1.0	99.225
1.1	99.725
1.2	99.96
1.3	100
1.4	100
1.5	99.875
1.6	99.7
1.7	99.4
1.8	99.05
1.9	98.6
2.0	98.25
2.1	97.9
2.2	97.46667
2.3	97
2.4	96.625
2.5	96.15
2.6	95.65
2.7	95.25
2.8	94.75
2.9	94.35
3.0	93.925
3.1	93.425
3.2	92.95
3.3	92.5
3.4	92.02
3.5	91.56
3.6	91.16667
3.7	90.6
3.8	90.15
3.9	89.75
4.0	89.23333
4.1	88.83333
4.2	88.35
4.3	87.9
4.4	87.4
4.5	86.9
4.6	86.4
4.7	85.95
4.8	85.525
4.9	85
5.0	84.6
5.1	84.08
5.2	83.7
5.3	83.2
5.4	82.73333
5.5	82.25
5.6	81.85
5.7	81.35
5.8	80.85
5.9	80.46
6.0	80.08
6.1	79.65
6.2	79.2
6.3	78.8
6.4	78.3
6.5	77.85
6.6	77.45
6.7	77.025
6.8	76.63333
6.9	76.1125
7.0	75.7375
7.1	75.2625
7.2	74.8875
7.3	74.48571
7.4	73.98
7.5	73.65
7.6	73.2
7.7	72.8
7.8	72.44286
7.9	71.94
8.0	71.5625
8.1	71.16667
8.2	70.72857
8.3	70.325
8.4	69.92857
8.5	69.5
8.6	69.1
8.7	68.7
8.8	68.3
8.9	67.9
9.0	67.52
9.1	67.05
9.2	66.65
9.3	66.25
9.4	65.85
9.5	65.45
9.6	65.1
9.7	64.66667
9.8	64.2
9.9	63.875
10.0	63.52857
10.1	63.12857
10.2	62.6875
10.3	62.3125
10.4	62.025
10.5	61.55
10.6	61.225
10.7	60.86
10.8	60.54286
10.9	60.15
11.0	59.825
11.1	59.45
11.2	59.1
11.3	58.75
11.4	58.43333
11.5	58.075
11.6	57.76667
11.7	57.35
11.8	57
11.9	56.7
12.0	56.35
12.1	56.05
12.2	55.725
12.3	55.4
12.4	55.05
12.5	54.7
12.6	54.36
12.7	54.04
12.8	53.75
12.9	53.375
13.0	53.05
13.1	52.75
13.2	52.425
13.3	52.075
13.4	51.84
13.5	51.5
13.6	51.25
13.7	50.9
13.8	50.6
13.9	50.25714
14.0	49.95
14.1	49.6
14.2	49.325
14.3	49.05
14.4	48.725
14.5	48.375
14.6	48.125
14.7	47.9
14.8	47.5
14.9	47.25
15.0	47
15.1	46.675
15.2	46.425
15.3	46.13333
15.4	45.875
15.5	45.55
15.6	45.34
15.7	45
15.8	44.73333
15.9	44.45
16.0	44.23333
16.1	44
16.2	43.71429
16.3	43.45
16.4	43.2
16.5	42.95
16.6	42.65
16.7	42.35
16.8	42.1
16.9	41.85556
17.0	41.625
17.1	41.375
17.2	41.125
17.3	40.875
17.4	40.65
17.5	40.38
17.6	40.15
17.7	39.9
17.8	39.63333
17.9	39.475
18.0	39.225
18.1	38.95
18.2	38.8
18.3	38.5
18.4	38.3
18.5	38.03333
18.6	37.85
18.7	37.6
18.8	37.35
18.9	37.1
19.0	36.95
19.1	36.7
19.2	36.43333
19.3	36.2
19.4	35.975
19.5	35.825
19.6	35.575
19.7	35.4
19.8	35.1
19.9	34.95
20.0	34.725
20.1	34.475
20.2	34.3
20.3	34.06
20.4	33.825
20.5	33.675
20.6	33.425
20.7	33.21667
20.8	33
20.9	32.9
21.0	32.66667
21.1	32.5
21.2	32.23333
21.3	32.05
21.4	31.9
21.5	31.7
21.6	31.55
21.7	31.36667
21.8	31.2
21.9	30.975
22.0	30.8
22.1	30.625
22.2	30.5
22.3	30.275
22.4	30.1
22.5	29.85
22.6	29.725
22.7	29.575
22.8	29.325
22.9	29.2
23.0	29
23.1	28.8
23.2	28.7
23.3	28.5
23.4	28.36667
23.5	28.15
23.6	28
23.7	27.83333
23.8	27.7
23.9	27.56667
24.0	27.3
24.1	27.2
24.2	27
24.3	26.9
24.4	26.75
24.5	26.54
24.6	26.4
24.7	26.2
24.8	26.075
24.9	25.9
25.0	25.7
25.1	25.55
25.2	25.5
25.3	25.3
25.4	25.125
25.5	25.025
25.6	24.85
25.7	24.7
25.8	24.6
25.9	24.425
26.0	24.275
26.1	24.125
26.2	24
26.3	23.825
26.4	23.7375
26.5	23.6125
26.6	23.475
26.7	23.3
26.8	23.13333
26.9	23
27.0	22.9
27.1	22.8
27.2	22.65
27.3	22.52
27.4	22.375
27.5	22.225
27.6	22.1
27.7	22
27.8	21.875
27.9	21.725
28.0	21.575
28.1	21.425
28.2	21.3
28.3	21.225
28.4	21.1
28.5	20.95
28.6	20.9
28.7	20.7
28.8	20.625
28.9	20.5
29.0	20.4
29.1	20.25
29.2	20.175
29.3	20
29.4	19.9
29.5	19.8
29.6	19.7
29.7	19.6
29.8	19.43333
29.9	19.4
30.0	19.21667
